name,number,rarity,url,name_detail,element,hp,defense,crafting_speed,melee_attack,shot_attack,price,stamina,support,running_speed,sprinting_speed,slow_walk_speed,work_suitability,partner_skill,passive_skills,active_skills,possible_drops
Bellanoir Libero,112,Legendary,https://palworld.gg/pal/bellanoir-libero,Bellanoir Libero,Dark,120,100,100,100,150,10030,100,100,600,800,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting; Transporting (Lv); Watering,"Nightmare Stare
When activated, attacks targeted enemy with a
powerful Unique_NightLady_WarpBeam.","Siren of the Void
Rank 4
30% increase in Dark attack damage.
{EffectValue1}% increase in Ice attack damage.","Dark Cannon
- Lv 1
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Umbral Surge
- Lv 7
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Arrow
- Lv 15
Power:
65
Cooldown:
10
Range:
500 - 5000
Fires off dark energy
that homes in on an enemy.
Nightmare Ball
- Lv 22
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Apocalypse
- Lv 30
Power:
110
Cooldown:
55
Range:
100 - 9999
Generates several dark vortexes around the enemy.
Flame Waltz
- Lv 40
Power:
130
Cooldown:
45
Range:
0 - 3000
NightLady_Dark's exclusive skill.
With a graceful dance, conjuries expanding rings of fire, 
then unleashes eerie flames that seek the enemies.
Nightmare Bloom
- Lv 50
Power:
160
Cooldown:
50
Range:
0 - 9999
NightLady_Dark's exclusive skill.
Disappears suddenly, then reappears while firing a barrage of beams.
The beams spread like a beautiful flower in bloom.",
Blazamut,96,Epic,https://palworld.gg/pal/blazamut,Blazamut,Fire,100,120,100,150,125,10520,190,50,800,1200,150,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Magma Kaiser
Can be ridden.
Enhances COMMON_ELEMENT_NAME_Fire attacks while mounted.","Flame Emperor
Rank 3
20% increase in Fire attack damage.","Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Ignis Blast
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Ignis Breath
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Ignis Rage
- Lv 30
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.
Brawn Impact
- Lv 35
Power:
150
Cooldown:
38
Range:
0 - 600
Blazamut's exclusive skill.
Raises and inflates its arms, then slams them together, 
causing a massive explosion in the surrounding area.
Fire Ball
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 9999
Creates a giant ball of flame and hurls it at an enemy.
The ball explodes over a wide area upon impact.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Coal 10 - 10 100% Flame Organ 10 - 10 100%
Blazamut Ryu,96,Epic,https://palworld.gg/pal/blazamut-ryu,Blazamut Ryu,Fire,105,125,100,150,130,10520,190,50,800,1200,150,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Dragon Kaiser
Can be ridden.
Enhances COMMON_ELEMENT_NAME_Dragon attacks while mounted.","Eternal Flame
Rank 4
30% increase to Fire attack damage.
{EffectValue1}% increase to Lightning attack damage.","Dragon Burst
- Lv 1
Power:
55
Cooldown:
10
Range:
0 - 200
Quickly discharges draconic energy,
damaging those around it.
Ignis Breath
- Lv 7
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Flame Wall
- Lv 15
Power:
100
Cooldown:
30
Range:
0 - 5000
Creates a wall of flames at the enemy's location.
The wall of flames will remain for a while,
and deal damage to the enemies it touches.
Comet Strike
- Lv 22
Power:
110
Cooldown:
35
Range:
0 - 9999
Drops a meteorite straight down,
generating a shock wave around the impact area.
Beam Slicer
- Lv 30
Power:
130
Cooldown:
45
Range:
0 - 4000
Mows down the frontal area with a beam imbued with dragon power.
The area strucked by the beam will also explode after short delay.
Brawn Impact
- Lv 40
Power:
150
Cooldown:
38
Range:
0 - 600
Blazamut's exclusive skill.
Raises and inflates its arms, then slams them together, 
causing a massive explosion in the surrounding area.
Magna Crush
- Lv 50
Power:
160
Cooldown:
42
Range:
0 - 9999
Blazamut Ryu's exclusive skill.
After a big jump, moves at high speed in the air,
gathering strength to unleash a powerful punch.",(hover over item to see description) Item Amount Rate Coal 10 - 10 100% Medium Pal Soul 1 - 1 5% Precious Claw 1 - 1 30%
Blazehowl,84,Rare,https://palworld.gg/pal/blazehowl,Blazehowl,Fire,105,80,100,100,110,4040,150,100,800,1200,90,Gathering; Cooling; Deforesting (Lv); Kindling (Lv); Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Hellflame Lion
Can be ridden.
While fighting together, COMMON_ELEMENT_NAME_Leaf Pals drop more items when defeated.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Flare Arrow
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 5000
Fires three flaming arrows in succession
that home in on an enemy.
Ignis Breath
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Ignis Rage
- Lv 30
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.
Volcanic Fang
- Lv 35
Power:
125
Cooldown:
30
Range:
1500 - 4000
Manticore's exclusive skill.
With momentum, it pounces mercilessly on the enemy 
and causes an explosion of fire at the point of impact.
Fire Ball
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 9999
Creates a giant ball of flame and hurls it at an enemy.
The ball explodes over a wide area upon impact.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Flame Organ 3 - 5 100%
Blazehowl Noct,84,Epic,https://palworld.gg/pal/blazehowl-noct,Blazehowl Noct,Dark,105,80,100,100,115,4360,150,100,800,1200,60,Gathering; Cooling; Deforesting (Lv); Kindling (Lv); Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Darkflame Lion
Can be ridden.
While fighting together, COMMON_ELEMENT_NAME_Normal Pals drop more items when defeated.",,"Shadow Burst
- Lv 1
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Flare Arrow
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 5000
Fires three flaming arrows in succession
that home in on an enemy.
Ignis Breath
- Lv 15
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Spirit Flame
- Lv 22
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Ignis Rage
- Lv 30
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.
Volcanic Fang
- Lv 35
Power:
125
Cooldown:
30
Range:
1500 - 4000
Manticore's exclusive skill.
With momentum, it pounces mercilessly on the enemy 
and causes an explosion of fire at the point of impact.
Fire Ball
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 9999
Creates a giant ball of flame and hurls it at an enemy.
The ball explodes over a wide area upon impact.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Flame Organ 2 - 4 100%
Blue Slime,-1,Common,https://palworld.gg/pal/blue-slime,Blue Slime,Water,70,80,100,100,70,3000,100,100,300,450,25,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Slime Body
Can be ridden. 
Can jump high into the air while mounted.",,"Slime Press (Water)
- Lv 1
Power:
50
Cooldown:
1
Range:
0 - 600
YakushimaMonster001_Blue's exclusive skill. 
Leaps toward the enemy and delivers an attack.",(hover over item to see description) Item Amount Rate Hallowed Bar 1 - 1 100%
Braloha,145,Rare,https://palworld.gg/pal/braloha,Braloha,Earth,130,120,100,100,95,6500,270,100,600,1020,70,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Balmy Weather
Can be ridden.
While at a base, shortens the time it takes Pals assigned to BreedFarm to produce eggs.
(Effect does not stack.)",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Seed Mine
- Lv 7
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Grass Tornado
- Lv 15
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Spine Vine
- Lv 22
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Deep Breath
- Lv 30
Power:
135
Cooldown:
30
Range:
0 - 3000
Plesiosaur's exclusive skill.
From the base of its long neck to the tip of its snout,
it gradually spreads the breath of grass element.
Solar Blast
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.
Stone Beat
- Lv 50
Power:
170
Cooldown:
60
Range:
0 - 5000
Shakes the ground and lifts a massive boulder into the air.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100% Red Berries 1 - 2 60% Lettuce Seeds 1 - 2 50% Tomato Seeds 1 - 1 50%
Bristla,30,Common,https://palworld.gg/pal/bristla,Bristla,Leaf,80,80,100,80,80,1140,100,100,400,550,50,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting (Lv); Transporting (Lv); Watering,"Princess Gaze
While in team, increases attack power of COMMON_ELEMENT_NAME_Leaf Pals.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Seed Machine Gun
- Lv 7
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Ice Missile
- Lv 15
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Grass Tornado
- Lv 22
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Iceberg
- Lv 30
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Wheat Seeds 1 - 2 100% Lettuce Seeds 1 - 1 50% Carrot Seeds 1 - 1 50%
Broncherry,86,Rare,https://palworld.gg/pal/broncherry,Broncherry,Leaf,120,100,100,80,90,2920,150,120,550,1020,50,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Overaffectionate
Can be ridden.
While in team, SakuraSaurus helps carry supplies,
increasing the player's max carrying capacity.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Muscle Slam
- Lv 15
Power:
80
Cooldown:
12
Range:
0 - 400
Broncherry's exclusive skill.
Turns sideways before tackling enemies in front of it,
sending them flying into the air.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Grass Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Broncherry Meat 2 - 2 100% Tomato Seeds 1 - 2 50% Potato Seeds 1 - 1 50%
Broncherry Aqua,86,Epic,https://palworld.gg/pal/broncherry-aqua,Broncherry Aqua,Leaf,120,100,100,80,95,3110,150,120,550,1020,50,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering (Lv),"Overaffectionate
Can be ridden.
While in team, SakuraSaurus_Water helps carry supplies,
increasing the player's max carrying capacity.",,"Aqua Gun
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Bubble Blast
- Lv 7
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Muscle Slam
- Lv 15
Power:
80
Cooldown:
12
Range:
0 - 400
Broncherry's exclusive skill.
Turns sideways before tackling enemies in front of it,
sending them flying into the air.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Spine Vine
- Lv 30
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Aqua Burst
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Broncherry Meat 2 - 2 100% Lettuce Seeds 1 - 2 50% Potato Seeds 1 - 1 50%
Bushi,72,Rare,https://palworld.gg/pal/bushi,Bushi,Fire,80,80,100,100,125,4520,100,100,600,900,80,Gathering (Lv); Cooling; Deforesting (Lv); Kindling (Lv); Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Brandish Blade
When activated, attacks targeted enemy with a
powerful Unique_Ronin_Iai.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Wind Cutter
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Icicle Cutter
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Iaigiri
- Lv 22
Power:
65
Cooldown:
9
Range:
1000 - 5000
Ronin's exclusive skill.
Taking hold of the sword, it appears in front of an enemy 
in an instant and unleashes an ultra-fast sword draw attack.
Ignis Breath
- Lv 30
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Lightning Strike
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 500
Acts as a lightning rod, calling down thunderbolts
that electrocute the surrounding area.
Ignis Rage
- Lv 50
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.",(hover over item to see description) Item Amount Rate Bone 1 - 2 100% Ingot 2 - 3 100%
Bushi Noct,72,Rare,https://palworld.gg/pal/bushi-noct,Bushi Noct,Dark,80,80,100,100,130,4520,100,100,600,900,80,Gathering (Lv); Cooling; Deforesting (Lv); Kindling (Lv); Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Flash Blade
When activated, attacks targeted enemy with a
powerful Unique_Ronin_Iai.",,"Spirit Fire
- Lv 1
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Umbral Surge
- Lv 7
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Cannon
- Lv 15
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Iaigiri
- Lv 18
Power:
65
Cooldown:
9
Range:
1000 - 5000
Ronin's exclusive skill.
Taking hold of the sword, it appears in front of an enemy 
in an instant and unleashes an ultra-fast sword draw attack.
Dark Arrow
- Lv 22
Power:
65
Cooldown:
10
Range:
500 - 5000
Fires off dark energy
that homes in on an enemy.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Flame Wall
- Lv 40
Power:
100
Cooldown:
30
Range:
0 - 5000
Creates a wall of flames at the enemy's location.
The wall of flames will remain for a while,
and deal damage to the enemies it touches.
Apocalypse
- Lv 50
Power:
110
Cooldown:
55
Range:
100 - 9999
Generates several dark vortexes around the enemy.",(hover over item to see description) Item Amount Rate Flame Organ 4 - 8 100% Ingot 2 - 3 100% Medium Pal Soul 1 - 2 40%
Caprity,35,Common,https://palworld.gg/pal/caprity,Caprity,Leaf,100,90,100,70,70,2510,100,120,400,550,70,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Berry Picker
Sometimes drops Berries from its back
when assigned to MonsterFarm.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Air Cannon
- Lv 7
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Bog Blast
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 22
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Grass Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Caprity Meat 2 - 2 100% Red Berries 2 - 4 100% Horn 1 - 2 100%
Caprity Noct,35,Common,https://palworld.gg/pal/caprity-noct,Caprity Noct,Dark,100,90,100,70,75,3080,100,120,400,550,70,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Venom Picker
Sometimes drops Venom from its back
when assigned to MonsterFarm.",,"Poison Fog
- Lv 1
Power:
0
Cooldown:
30
Range:
0 - 200
Generates a fog of poison in front, 
causing the opponent to become poisoned.
Wind Cutter
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Poison Blast
- Lv 15
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Multicutter
- Lv 22
Power:
60
Cooldown:
12
Range:
500 - 5000
The user fires three high-speed blades of wind
in quick succession that fly straight at enemies.
Poison Shower
- Lv 30
Power:
90
Cooldown:
22
Range:
0 - 1000
Focuses energy into the body and scatters poison orbs in all directions.
Circle Vine
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 9999
Sprouts sharp roots
in and around the enemy's location.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Caprity Meat 2 - 2 100% Red Berries 2 - 4 100% Horn 1 - 2 100% Venom Gland 1 - 1 100%
Cattiva,2,Common,https://palworld.gg/pal/cattiva,Cattiva,Normal,70,70,100,70,70,1000,100,100,400,550,30,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Cat Helper
While in team, PinkCat helps carry supplies,
increasing the player's max carrying capacity.","Coward
Rank -1","Punch Flurry
- Lv 1
Power:
40
Cooldown:
1
Range:
0 - 500
PinkCat's exclusive skill.
Chases after enemies, swinging both arms 
and delivering a flurry of punches.
Air Cannon
- Lv 7
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Bog Blast
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 22
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Wind Cutter
- Lv 30
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Seed Machine Gun
- Lv 40
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Red Berries 1 - 1 100%
Cave Bat,-1,Common,https://palworld.gg/pal/cave-bat,Cave Bat,Normal,65,80,100,100,75,3000,100,100,300,450,25,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Bat Backup
While in team, appears near the player. 
Automatically picks up nearby items.",,"Winged Assault
- Lv 1
Power:
70
Cooldown:
2
Range:
0 - 500
YakushimaMonster003's exclusive skill. 
Using its whole body, it lunges at the enemy, bouncing off the ground or walls on impact.",(hover over item to see description) Item Amount Rate Hallowed Bar 1 - 1 100%
Cawgnito,44,Common,https://palworld.gg/pal/cawgnito,Cawgnito,Dark,75,80,100,80,95,1840,100,100,920,1200,85,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Telepeck
When activated, attacks targeted enemy with a
powerful Unique_DarkCrow_TelePoke.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Phantom Peck
- Lv 15
Power:
55
Cooldown:
7
Range:
0 - 9999
DarkCrow's exclusive skill. 
Teleports next to an enemy 
before attacking with its beak.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Bone 2 - 4 100% Venom Gland 2 - 2 100% Small Pal Soul 1 - 1 1%
Celaray,25,Common,https://palworld.gg/pal/celaray,Celaray,Water,80,80,100,100,70,2860,100,100,550,700,30,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Zephyr Glider
While in team, modifies the performance of the equipped glider.
Increases speed while gliding for an extended time.",,"Hydro Jet
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Aqua Gun
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Power Shot
- Lv 15
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Bubble Blast
- Lv 22
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Seed Machine Gun
- Lv 30
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Aqua Burst
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100%
Celaray Lux,25,Common,https://palworld.gg/pal/celaray-lux,Celaray Lux,Electricity,80,80,100,100,75,3430,100,100,550,700,30,Gathering; Cooling; Deforesting; Kindling; Generating Electricity (Lv); Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Jolt Glider
While in team, modifies the performance of the equipped glider. 
Increases speed while gliding for an extended time.",,"Thunder Spear
- Lv 1
Power:
30
Cooldown:
2
Range:
0 - 4000
Fires a high-speed lightning spear
straight ahead towards the enemy.
Shockwave
- Lv 7
Power:
40
Cooldown:
4
Range:
0 - 300
Quickly discharges electricity,
shocking those around it.
Bubble Blast
- Lv 15
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Lightning Streak
- Lv 22
Power:
75
Cooldown:
16
Range:
500 - 2000
Generates a lightning bolt 
that moves forward in a line.
Splash
- Lv 30
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates a column of water that travels in a straight line.
Torrential Blast
- Lv 40
Power:
110
Cooldown:
35
Range:
500 - 3000
Fires a high-pressure stream of water forward.
After a short delay, the stream branches off to the left and right.
Lightning Bolt
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 3000
Charges electric energy before
blasting enemies with a powerful shock.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100%
